date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,21.8000,22.2000,21.1400,21.2500,9881585,212036881.5500,3,2.512300,-4.964200
2026-03-03,21.2000,21.2900,19.9500,19.9800,8169550,167469832.5000,3,2.077000,-5.976500
2026-03-04,19.8100,21.2800,19.6400,20.7100,8092836,168107756.8000,3,2.057500,3.653700
2026-03-05,20.9500,21.3000,20.7600,20.9100,5606836,118120037.8800,3,1.425500,0.965700
2026-03-06,21.1400,21.9700,20.9300,21.3100,7931583,170427567.0300,3,2.016500,1.913000
2026-03-09,20.8800,21.5000,20.4100,21.3500,7136100,149330601.0000,3,1.814300,0.187700
2026-03-10,21.3000,21.7900,21.3000,21.6500,4726938,102068654.3200,3,1.201800,1.405200
2026-03-11,21.6400,21.7900,21.3300,21.4200,4815738,103720542.4600,3,1.224400,-1.062400
2026-03-12,21.5100,21.5500,20.5200,20.6600,6288294,131372380.9400,3,1.598800,-3.548100
2026-03-13,20.8000,20.9700,20.5000,20.6000,4727000,97845205.9200,3,1.201800,-0.290400
2026-03-16,20.4400,20.5400,19.7800,20.1500,5339200,106878282.5900,3,1.357500,-2.184500
2026-03-17,20.1900,20.3800,19.5400,19.5400,4538480,89745574.6000,3,1.153900,-3.027300
2026-03-18,19.5500,19.8200,19.4100,19.7700,2335200,45858833.0000,3,0.593700,1.177100
2026-03-19,19.4700,19.6500,18.9200,19.0400,3944300,75763181.0000,3,1.002800,-3.692500
2026-03-20,19.0800,19.5600,18.6300,18.9100,4425942,84729122.5600,3,1.125300,-0.682800
2026-03-23,18.5000,19.1100,17.9200,18.0500,5633604,104404710.0800,3,1.432300,-4.547900
2026-03-24,18.4900,19.0400,18.1700,18.9400,4761700,88591649.0000,3,1.210600,4.930700
2026-03-25,19.0400,19.1800,18.8700,19.0700,3721142,70765446.4200,3,0.946100,0.686400
2026-03-26,19.0500,19.6900,18.8500,19.0700,6235500,120138205.0000,3,1.585300,0.000000
2026-03-27,18.8000,19.5500,18.6300,19.3900,4368500,83927541.0000,3,1.110700,1.678000
2026-03-30,19.0400,19.4200,19.0400,19.3000,2625200,50492441.0000,3,0.667400,-0.464200
2026-03-31,19.3500,19.3900,18.8300,19.0900,3105500,59347411.0000,3,0.789600,-1.088100
2026-04-01,19.4000,19.8400,19.2500,19.5200,4389900,85675645.0000,3,1.116100,2.252500
2026-04-02,19.5500,19.5500,18.7500,18.8700,3599204,68767683.4000,3,0.915100,-3.329900
2026-04-03,18.8700,19.2000,18.4500,18.5000,2003100,37337638.0000,3,0.509300,-1.960800
2026-04-07,18.5800,18.7900,18.5000,18.5400,1695900,31577651.0000,3,0.431200,0.216200
2026-04-08,18.8800,19.1300,18.8600,19.0300,3457900,65775770.0000,3,0.879100,2.642900
2026-04-09,18.8600,18.9900,18.4000,18.4800,3329365,62005885.0000,3,0.846500,-2.890200
2026-04-10,18.5500,18.8900,18.5500,18.7900,2670365,50075019.4000,3,0.678900,1.677500
2026-04-13,18.7300,19.6500,18.6000,19.2200,5348000,102850850.0000,3,1.359700,2.288500
2026-04-14,19.4100,19.4400,18.9200,19.2000,3412500,65108860.0000,3,0.867600,-0.104100
