date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,17.2000000000,17.9200000000,17.1700000000,17.2800000000,22058330,384382288.5000,2,3.076300,-3.571400
2026-03-03,17.3700000000,17.5200000000,16.1600000000,16.2300000000,26008022,434264196.4900,2,3.627100,-6.076400
2026-03-04,16.0000000000,16.5400000000,15.8800000000,16.1400000000,17358977,281040398.6900,2,2.420900,-0.554500
2026-03-05,16.5100000000,17.1000000000,16.4000000000,17.0800000000,19736191,331958068.3800,2,2.752400,5.824000
2026-03-06,17.0100000000,17.2000000000,16.7000000000,16.9600000000,14379417,243547780.3000,2,2.005400,-0.702600
2026-03-09,16.7400000000,16.9500000000,16.3600000000,16.7100000000,11684912,193867028.1700,2,1.629600,-1.474100
2026-03-10,16.9400000000,17.1600000000,16.7400000000,16.9400000000,11283035,191231402.0200,2,1.573500,1.376400
2026-03-11,16.9400000000,17.6200000000,16.8200000000,17.2400000000,21149136,364875040.9400,2,2.949500,1.771000
2026-03-12,17.4300000000,17.5000000000,16.9000000000,16.9900000000,10353400,176395416.0000,2,1.443900,-1.450100
2026-03-13,16.8600000000,17.2000000000,16.7700000000,16.8300000000,9245400,157113969.0000,2,1.289400,-0.941700
2026-03-16,16.8000000000,17.1000000000,16.5900000000,16.9400000000,12042539,202828420.5400,2,1.679500,0.653600
2026-03-17,17.1100000000,17.6200000000,17.0500000000,17.0900000000,21261088,368789076.6800,2,2.965100,0.885500
2026-03-18,17.1300000000,17.4300000000,16.7600000000,17.3600000000,17765001,304070532.1500,2,2.477500,1.579900
2026-03-19,17.0000000000,17.3000000000,16.2600000000,16.3600000000,20320823,337627194.4200,2,2.834000,-5.760400
2026-03-20,16.3600000000,16.5700000000,15.8700000000,15.9200000000,13660177,221388835.0500,2,1.905100,-2.689500
2026-03-23,15.7700000000,15.9500000000,15.3100000000,15.4600000000,18880038,294185252.5900,2,2.633000,-2.889400
2026-03-24,15.6700000000,16.8800000000,15.4400000000,16.8800000000,31796981,516910712.2300,2,4.434400,9.185000
2026-03-25,16.8800000000,17.8800000000,16.8400000000,17.7200000000,30760217,541874764.8500,2,4.289800,4.976300
2026-03-26,17.7200000000,18.2200000000,17.5900000000,17.9000000000,23066892,415689442.9600,2,3.216900,1.015800
2026-03-27,17.6800000000,18.0300000000,17.5600000000,17.6600000000,18102075,321427485.7800,2,2.524500,-1.340800
2026-03-30,17.4500000000,17.7200000000,17.3000000000,17.3600000000,14318641,250222644.8300,2,1.996900,-1.698800
2026-03-31,17.6200000000,18.5000000000,17.5600000000,17.9500000000,34875697,633602812.2800,2,4.863800,3.398600
2026-04-01,18.0500000000,18.4300000000,17.6000000000,18.1400000000,27597226,498602006.6700,2,3.848700,1.058500
2026-04-02,18.0900000000,18.2000000000,17.7400000000,18.0200000000,13839666,249544494.7500,2,1.930100,-0.661500
2026-04-03,18.1400000000,18.1400000000,17.5600000000,17.9700000000,13903576,248086662.0300,2,1.939000,-0.277500
2026-04-07,17.9700000000,18.2600000000,17.7500000000,17.9900000000,11544033,207262033.1800,2,1.609900,0.111300
2026-04-08,17.5000000000,17.7900000000,16.2900000000,16.6900000000,53086600,889219493.0900,2,7.403500,-7.226200
2026-04-09,16.3600000000,16.8900000000,16.3500000000,16.6100000000,24305239,405186515.2600,2,3.389600,-0.479300
2026-04-10,16.6000000000,16.6800000000,16.2000000000,16.3800000000,23765278,389953386.3600,2,3.314300,-1.384700
2026-04-13,16.2600000000,16.5700000000,15.8900000000,16.0700000000,24515307,396736621.2700,2,3.418900,-1.892600
2026-04-14,16.1100000000,16.3200000000,15.8300000000,16.0600000000,18239500,293020084.0000,2,2.543700,-0.062200
