date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,9.1100000000,9.3300000000,9.0200000000,9.1000000000,107961593,986447436.6300,2,5.707900,-2.881500
2026-03-03,9.0900000000,9.1600000000,8.5500000000,8.5700000000,130726128,1149212920.4600,2,6.911400,-5.824200
2026-03-04,8.4300000000,8.7800000000,8.4000000000,8.5600000000,79906064,688027484.4600,2,4.224600,-0.116700
2026-03-05,8.7600000000,8.9800000000,8.7500000000,8.8300000000,109591512,974418571.8100,2,5.794000,3.154200
2026-03-06,8.7700000000,8.9200000000,8.7100000000,8.7700000000,69327355,611163726.6100,2,3.665300,-0.679500
2026-03-09,8.6200000000,8.8300000000,8.3400000000,8.8000000000,106316792,909378243.7000,2,5.620900,0.342100
2026-03-10,8.9200000000,9.0700000000,8.8800000000,8.9800000000,100978457,906954600.7900,2,5.338700,2.045500
2026-03-11,9.0000000000,9.0900000000,8.9600000000,8.9800000000,94340906,851349722.5400,2,4.987700,0.000000
2026-03-12,8.9300000000,9.0400000000,8.8200000000,8.9900000000,80442873,718920649.8900,2,4.253000,0.111400
2026-03-13,8.9500000000,9.0500000000,8.7500000000,8.7800000000,89919031,801174348.2600,2,4.754000,-2.335900
2026-03-16,8.8000000000,8.8500000000,8.5700000000,8.6700000000,66923834,579953233.5200,2,3.538200,-1.252800
2026-03-17,8.7100000000,8.7400000000,8.3100000000,8.3100000000,92397029,784747724.8200,2,4.885000,-4.152200
2026-03-18,8.3200000000,8.4400000000,8.2200000000,8.3400000000,67282317,559261303.6900,2,3.557200,0.361000
2026-03-19,8.2000000000,8.2100000000,7.9500000000,7.9900000000,87332377,703590545.9900,2,4.617200,-4.196600
2026-03-20,8.0200000000,8.1000000000,7.8100000000,7.8100000000,71089183,564443481.5600,2,3.758400,-2.252800
2026-03-23,7.6200000000,7.7500000000,7.3300000000,7.3900000000,77432808,584257089.0600,2,4.093800,-5.377700
2026-03-24,7.5300000000,7.6100000000,7.3500000000,7.6000000000,59809533,447787788.4400,2,3.162100,2.841700
2026-03-25,7.6200000000,7.8200000000,7.5900000000,7.7800000000,58082615,449751776.4600,2,3.070800,2.368400
2026-03-26,7.7600000000,7.8000000000,7.5400000000,7.5900000000,51165810,391922717.2000,2,2.705100,-2.442200
2026-03-27,7.4700000000,7.6900000000,7.4400000000,7.6200000000,39678598,301208556.0500,2,2.113200,0.395300
2026-03-30,7.4200000000,7.5100000000,7.2800000000,7.5000000000,56384860,417291788.2000,2,3.003000,-1.574800
2026-03-31,7.4800000000,7.5600000000,7.3000000000,7.3000000000,49870743,369682466.2500,2,2.656100,-2.666700
2026-04-01,7.4700000000,7.4900000000,7.3400000000,7.3800000000,38081370,281331547.7000,2,2.028200,1.095900
2026-04-02,7.3500000000,7.4000000000,7.1100000000,7.1500000000,51618670,372794022.8300,2,2.749200,-3.116500
2026-04-03,7.1500000000,7.4600000000,7.1500000000,7.2100000000,67391655,491448249.6700,2,3.589200,0.839200
2026-04-07,7.1800000000,7.2000000000,7.0600000000,7.1300000000,48274325,344150799.2000,2,2.571000,-1.109600
2026-04-08,7.2600000000,7.4800000000,7.2500000000,7.4800000000,68188433,503766550.2000,2,3.631600,4.908800
2026-04-09,7.4000000000,7.4000000000,7.2800000000,7.3100000000,41473973,304169972.4100,2,2.208900,-2.272700
2026-04-10,7.3900000000,7.9100000000,7.3500000000,7.6500000000,119294724,907314182.5000,2,6.353500,4.651200
2026-04-13,7.5000000000,7.6100000000,7.4900000000,7.5900000000,62031778,469497706.4800,2,3.303700,-0.784300
2026-04-14,7.6700000000,7.8500000000,7.5800000000,7.7300000000,76257310,586893586.1000,2,4.061400,1.844500
