date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,46.8000,47.5000,45.8100,46.1200,16969980,786711190.8600,3,5.641900,-3.312400
2026-03-03,46.3000,49.1200,46.3000,46.9900,28182839,1346985147.6100,3,9.369700,1.886400
2026-03-04,46.5000,48.8800,46.3300,47.5000,23438287,1119126882.8200,3,7.792300,1.085300
2026-03-05,48.1800,48.8000,47.0100,47.8700,24960108,1192178106.0900,3,8.298300,0.778900
2026-03-06,47.5900,47.9500,46.6000,47.2200,15220200,719516499.7900,3,5.060100,-1.357800
2026-03-09,46.1000,47.8600,44.0800,47.2400,22178678,1012154154.4400,3,7.373600,0.042400
2026-03-10,47.7100,48.7500,47.3000,48.3500,17936817,864228260.7400,3,5.963300,2.349700
2026-03-11,48.1700,50.6000,48.1700,50.0600,35798434,1777428601.9200,3,11.901600,3.536700
2026-03-12,49.9500,54.9400,49.1800,53.3800,47018030,2437660577.7500,3,15.631700,6.632000
2026-03-13,54.0600,55.8400,52.5200,53.2600,43573466,2352464367.8700,3,14.486500,-0.224800
2026-03-16,53.3400,55.3100,52.4700,52.8000,32302555,1732563640.2300,3,10.739400,-0.863700
2026-03-17,51.6800,53.9400,50.5000,50.9900,26830950,1403256373.5600,3,8.920300,-3.428000
2026-03-18,51.0700,51.4300,49.1600,50.1500,23092530,1153800777.3700,3,7.677400,-1.647400
2026-03-19,49.6500,50.9900,48.6700,49.0800,20118227,997513826.6600,3,6.688500,-2.133600
2026-03-20,48.7700,51.2800,48.7700,48.8800,26467570,1319553105.2000,3,8.799400,-0.407500
2026-03-23,48.3500,49.4000,46.9500,47.6800,22798377,1097298631.8400,3,7.579600,-2.455000
2026-03-24,48.5100,48.6400,44.8200,47.1900,23999544,1116342711.5100,3,7.978900,-1.027700
2026-03-25,47.3900,48.2300,46.7800,47.3800,18672580,884036549.7500,3,6.207900,0.402600
2026-03-26,46.9500,48.0000,45.6800,45.9100,18001517,839202640.6500,3,5.984800,-3.102600
2026-03-27,45.9200,46.4900,43.5000,44.1400,25624844,1140481994.4400,3,8.519300,-3.855400
2026-03-30,43.7100,44.9300,42.0500,43.2100,20870662,903438062.7300,3,6.938700,-2.106900
2026-03-31,43.6600,46.2800,42.5100,44.2800,29767994,1323966610.7400,3,9.896800,2.476300
2026-04-01,44.3000,44.7500,43.1100,43.3300,21519529,935346290.5600,3,7.154500,-2.145400
2026-04-02,42.8000,43.9500,40.6800,40.7400,22562844,948607460.3800,3,7.501300,-5.977400
2026-04-03,40.9800,41.8500,39.5200,41.0900,19965748,810323397.3200,3,6.637900,0.859100
2026-04-07,41.0000,41.2900,39.8700,39.9400,13850245,560529197.2000,3,4.604700,-2.798700
2026-04-08,40.5000,42.0000,40.5000,41.8700,18469923,763085769.1300,3,6.140600,4.832200
2026-04-09,41.4600,41.6300,40.7300,40.9200,15512162,637193697.6600,3,5.157200,-2.268900
2026-04-10,41.3600,42.3800,41.3000,41.9900,17533945,735932694.1000,3,5.829400,2.614900
2026-04-13,41.5000,42.4200,41.3800,41.8500,13822355,579295338.3000,3,4.595400,-0.333400
2026-04-14,42.1300,42.8400,41.5100,42.8300,17765733,750216530.7700,3,5.906500,2.341700
