date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,16.5700000000,18.1900000000,16.5300000000,17.7200000000,30558004,540929289.4000,2,15.185900,5.980900
2026-03-03,17.5000000000,18.0800000000,16.9000000000,16.9700000000,17749256,311042119.4000,2,8.820500,-4.232500
2026-03-04,16.5700000000,17.0000000000,16.3300000000,16.4000000000,11588010,192232126.9600,2,5.758700,-3.358900
2026-03-05,16.6400000000,17.3600000000,16.5200000000,17.2100000000,12955700,219545189.0000,2,6.438400,4.939000
2026-03-06,17.1300000000,17.5500000000,16.8600000000,17.4000000000,8917000,153767077.0000,2,4.431300,1.104000
2026-03-09,17.2100000000,17.3100000000,16.7700000000,17.3100000000,8381700,142664242.0000,2,4.165300,-0.517200
2026-03-10,17.6000000000,18.2500000000,17.5100000000,18.1000000000,15559260,279234696.0000,2,7.732200,4.563800
2026-03-11,18.0200000000,18.1800000000,17.4900000000,17.5900000000,13105000,231914692.0000,2,6.512600,-2.817700
2026-03-12,17.6300000000,18.1000000000,17.4400000000,17.8000000000,14209340,252878786.4000,2,7.061400,1.193900
2026-03-13,17.6800000000,17.7400000000,16.8600000000,16.9600000000,11465100,197604785.0000,2,5.697600,-4.719100
2026-03-16,16.8900000000,17.3500000000,16.8600000000,17.1200000000,6751200,115307100.0000,2,3.355000,0.943400
2026-03-17,17.1200000000,18.5000000000,17.1200000000,17.6600000000,25926124,464041023.6000,2,12.884000,3.154200
2026-03-18,17.6900000000,18.0900000000,17.5800000000,17.7800000000,13925180,247579755.0000,2,6.920100,0.679500
2026-03-19,17.6700000000,17.8600000000,17.1500000000,17.2200000000,11501300,200799311.0000,2,5.715600,-3.149600
2026-03-20,17.3900000000,17.3900000000,16.1000000000,16.1200000000,18975580,313859523.8000,2,9.429900,-6.387900
2026-03-23,15.4300000000,15.6900000000,14.5600000000,14.7700000000,14400480,218867423.0000,2,7.156300,-8.374700
2026-03-24,15.0800000000,15.4500000000,14.7800000000,15.4200000000,9047554,136730084.9800,2,4.496200,4.400800
2026-03-25,15.4300000000,16.2700000000,15.4000000000,16.0300000000,8711400,139375612.0000,2,4.329100,3.955900
2026-03-26,16.1400000000,16.3200000000,15.5900000000,15.7100000000,6183200,98242976.0000,2,3.072800,-1.996300
2026-03-27,15.6400000000,16.1500000000,15.4800000000,16.1400000000,6388300,101690478.0000,2,3.174700,2.737100
2026-03-30,15.8700000000,15.8700000000,15.3000000000,15.6600000000,7259360,112978501.4000,2,3.607600,-2.974000
2026-03-31,15.6200000000,16.0900000000,15.4500000000,15.4900000000,5405854,85139530.8400,2,2.686400,-1.085600
2026-04-01,15.9600000000,16.1000000000,15.7100000000,15.9500000000,6309900,100544846.0000,2,3.135700,2.969700
2026-04-02,15.9600000000,15.9600000000,15.0200000000,15.1900000000,7167400,110391212.0000,2,3.561900,-4.764900
2026-04-03,15.2700000000,16.3300000000,14.8300000000,15.6300000000,15147078,237298919.5200,2,7.527400,2.896600
2026-04-07,15.3000000000,15.9300000000,15.0600000000,15.5000000000,9211600,142264098.0000,2,4.577700,-0.831700
2026-04-08,15.8600000000,16.2800000000,15.8200000000,16.2300000000,9986956,160811905.6800,2,4.963000,4.709700
2026-04-09,16.1000000000,16.1500000000,15.8200000000,15.9300000000,6463400,103192713.0000,2,3.212000,-1.848400
2026-04-10,16.1200000000,16.8400000000,16.1200000000,16.2500000000,8759700,144493007.0000,2,4.353100,2.008800
2026-04-13,16.1600000000,16.2800000000,15.8600000000,16.2600000000,5932200,95190032.0000,2,2.948000,0.061500
2026-04-14,16.2600000000,16.8800000000,16.2600000000,16.7900000000,10014954,166880281.1600,2,4.977000,3.259500
