date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,43.0000,49.9100,43.0000,48.4600,26777329,1298353974.1400,3,15.628500,16.518400
2026-03-03,48.4400,48.4400,44.7300,45.0100,12842193,599573236.9600,3,7.495300,-7.119300
2026-03-04,44.7100,47.1700,42.4600,43.0100,11768699,529007661.0600,3,6.868800,-4.443500
2026-03-05,44.6900,48.8700,42.2400,46.3100,15762587,712090242.4900,3,9.199800,7.672600
2026-03-06,44.4100,46.3000,42.2600,43.1200,12221928,541633540.6300,3,7.133300,-6.888400
2026-03-09,41.0000,44.6500,37.3800,43.9000,14697324,593677492.2800,3,8.578000,1.808900
2026-03-10,44.4200,47.6800,43.1500,45.3300,10766135,488996363.1800,3,6.283600,3.257400
2026-03-11,45.3300,46.2400,42.0400,42.7600,8497487,371313801.0000,3,4.959500,-5.669500
2026-03-12,42.4300,42.8100,41.0000,41.8200,7900561,329486070.4300,3,4.611100,-2.198300
2026-03-13,41.4300,43.1000,40.3000,40.5400,7175530,296765711.3200,3,4.188000,-3.060700
2026-03-16,40.5400,40.6500,38.8700,40.0700,5483921,217662177.1100,3,3.200700,-1.159300
2026-03-17,40.0700,40.2700,38.2800,38.4200,3488028,136136394.1000,3,2.035800,-4.117800
2026-03-18,39.3600,41.1400,38.8800,40.6400,6557746,263297316.3500,3,3.827400,5.778200
2026-03-19,39.3400,40.6400,38.0500,38.2300,5745198,225177540.0500,3,3.353200,-5.930100
2026-03-20,38.3200,39.5800,30.5800,30.6300,17627772,597241022.9000,3,10.288400,-19.879700
2026-03-23,30.0600,30.5800,28.1200,28.8500,16238352,471417407.9000,3,9.477500,-5.811300
2026-03-24,28.9100,29.1800,27.4900,28.6300,8161534,230429686.6800,3,4.763400,-0.762600
2026-03-25,28.5000,29.9000,27.5200,28.4900,11253505,320830685.1200,3,6.568100,-0.489000
2026-03-26,28.0700,28.1900,26.7300,26.8900,6988527,191198641.8700,3,4.078800,-5.616000
2026-03-27,26.4200,28.9500,26.2600,28.1200,9933610,278853354.0300,3,5.797700,4.574200
2026-03-30,27.8900,27.8900,26.7800,27.2200,8193965,223030884.6600,3,4.782400,-3.200600
2026-03-31,27.2200,27.8500,26.4100,26.6400,5574168,149993565.2800,3,3.253300,-2.130800
2026-04-01,27.1100,31.1400,27.0000,29.0000,15025796,440809168.8400,3,8.769800,8.858900
2026-04-02,28.8000,29.0000,27.2000,28.1000,9180086,256721527.6500,3,5.357900,-3.103400
2026-04-03,27.8200,28.9900,27.3900,27.8500,6163146,172442185.5600,3,3.597100,-0.889700
2026-04-07,27.4600,28.3700,27.0800,27.7000,4475129,123714344.4900,3,2.611900,-0.538600
2026-04-08,28.2000,30.5900,28.1500,29.7300,9252762,273968963.5300,3,5.400300,7.328500
2026-04-09,29.1800,29.9700,28.6300,29.7200,6533335,190379063.7500,3,3.813100,-0.033600
2026-04-10,29.7500,30.2500,29.4200,29.4900,4327805,128767761.4500,3,2.525900,-0.773900
2026-04-13,29.2800,29.5800,29.0100,29.3100,3374123,98836505.7400,3,1.969300,-0.610400
2026-04-14,29.9900,32.6300,29.6400,32.3800,9753093,304558659.6500,3,5.692300,10.474200
