date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,9.7500000000,9.7900000000,9.6600000000,9.7100000000,36285423,352522925.0200,2,0.830600,-1.421300
2026-03-03,9.7000000000,9.7900000000,9.6200000000,9.6300000000,35679718,346598948.7200,2,0.816800,-0.823900
2026-03-04,9.6000000000,9.6000000000,9.4300000000,9.4400000000,33411582,316926529.0700,2,0.764800,-1.973000
2026-03-05,9.5100000000,9.5300000000,9.4300000000,9.4600000000,21437662,203230641.6400,2,0.490700,0.211900
2026-03-06,9.4500000000,9.5400000000,9.4300000000,9.5200000000,27399961,260106013.2700,2,0.627200,0.634200
2026-03-09,9.3500000000,9.4400000000,9.3500000000,9.4200000000,22036610,207177754.3800,2,0.504500,-1.050400
2026-03-10,9.4600000000,9.5200000000,9.4500000000,9.5200000000,18222164,173051953.6200,2,0.417100,1.061600
2026-03-11,9.5200000000,9.5400000000,9.4500000000,9.5000000000,21856006,207521212.8000,2,0.500300,-0.210100
2026-03-12,9.5000000000,9.5400000000,9.4400000000,9.4700000000,25370335,240598612.2900,2,0.580800,-0.315800
2026-03-13,9.4500000000,9.5000000000,9.4000000000,9.4300000000,20359245,192131813.6700,2,0.466100,-0.422400
2026-03-16,9.4200000000,9.4200000000,9.3600000000,9.4200000000,16201350,152118130.9400,2,0.370900,-0.106000
2026-03-17,9.4200000000,9.5900000000,9.4200000000,9.4700000000,32658490,310800182.7400,2,0.747600,0.530800
2026-03-18,9.4600000000,9.4900000000,9.4200000000,9.4700000000,17427500,164647263.0000,2,0.398900,0.000000
2026-03-19,9.4300000000,9.5000000000,9.3900000000,9.4300000000,20583427,194066401.3400,2,0.471200,-0.422400
2026-03-20,9.4400000000,9.4800000000,9.2800000000,9.2800000000,21928056,205505594.4500,2,0.502000,-1.590700
2026-03-23,9.1700000000,9.2300000000,8.9700000000,8.9700000000,34202909,310976942.9400,2,0.783000,-3.340500
2026-03-24,9.0900000000,9.1200000000,9.0000000000,9.0800000000,17845021,161630194.7600,2,0.408500,1.226300
2026-03-25,9.0800000000,9.1900000000,9.0500000000,9.1800000000,22269079,203293635.5300,2,0.509800,1.101300
2026-03-26,9.1500000000,9.1800000000,9.0300000000,9.0600000000,17258259,157006140.1700,2,0.395100,-1.307200
2026-03-27,9.0000000000,9.1400000000,9.0000000000,9.1100000000,14350575,130478038.4900,2,0.328500,0.551900
2026-03-30,9.0300000000,9.2800000000,9.0000000000,9.1500000000,25553047,233302041.5000,2,0.585000,0.439100
2026-03-31,9.1500000000,9.2100000000,9.0700000000,9.0800000000,17377566,158736576.8200,2,0.397800,-0.765000
2026-04-01,9.1800000000,9.2000000000,9.1000000000,9.1400000000,18353000,167639485.0600,2,0.420100,0.660800
2026-04-02,9.1000000000,9.1200000000,9.0200000000,9.0400000000,15402662,139497011.8000,2,0.352600,-1.094100
2026-04-03,9.0300000000,9.0800000000,9.0000000000,9.0100000000,12653546,114305000.8400,2,0.289700,-0.331900
2026-04-07,9.0200000000,9.0300000000,8.9700000000,9.0100000000,10979219,98807363.0000,2,0.250800,0.000000
2026-04-08,9.1200000000,9.2700000000,9.0900000000,9.2600000000,30055006,276342447.1100,2,0.686700,2.774700
2026-04-09,9.2000000000,9.2000000000,9.0900000000,9.1100000000,16743198,152924906.7600,2,0.382500,-1.619900
2026-04-10,9.1500000000,9.4400000000,9.1500000000,9.2700000000,46760009,436640461.6000,2,1.068300,1.756300
2026-04-13,9.1900000000,9.3400000000,9.1700000000,9.3100000000,24786941,229963797.7700,2,0.566300,0.431500
2026-04-14,9.3700000000,9.4000000000,9.2400000000,9.3500000000,19941606,185564578.6600,2,0.455600,0.429600
