date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,6.7300,6.7500,6.2800,6.3100,23876437,153501695.7500,3,4.189500,-7.478000
2026-03-03,6.3200,6.3700,6.0000,6.0100,19926000,122609614.0000,3,3.496400,-4.754400
2026-03-04,5.9500,6.0100,5.8700,5.9500,15526300,92301709.0000,3,2.724400,-0.998300
2026-03-05,6.0300,6.2100,6.0300,6.1500,17389200,106866520.0000,3,3.051200,3.361300
2026-03-06,6.1200,6.2800,6.1100,6.2800,10307355,64229909.3000,3,1.808600,2.113800
2026-03-09,6.2200,6.2700,6.1200,6.2400,9212200,57083926.0000,3,1.616400,-0.636900
2026-03-10,6.3000,6.3300,6.2600,6.3000,7418644,46670277.8100,3,1.301700,0.961500
2026-03-11,6.3200,6.3400,6.2100,6.2200,8881645,55589558.4500,3,1.558400,-1.269800
2026-03-12,6.2200,6.2400,6.1000,6.1300,7686045,47303834.0000,3,1.348700,-1.446900
2026-03-13,6.1000,6.2100,6.0600,6.1200,7840300,48088241.0000,3,1.375700,-0.163100
2026-03-16,6.1000,6.1700,6.0800,6.1400,6177700,37751453.0000,3,1.084000,0.326800
2026-03-17,6.1000,6.1500,5.9800,5.9900,7654198,46442125.7800,3,1.343100,-2.443000
2026-03-18,5.9900,6.1200,5.9500,6.1100,6627950,39920986.5000,3,1.163000,2.003300
2026-03-19,6.0500,6.1000,5.9400,5.9700,7629165,45909822.4200,3,1.338700,-2.291300
2026-03-20,5.9500,6.0300,5.7000,5.7500,12116645,70767889.5500,3,2.126100,-3.685100
2026-03-23,5.6000,5.6600,5.3100,5.3800,13848198,76160616.3000,3,2.429900,-6.434800
2026-03-24,5.5000,5.7100,5.4200,5.7000,13612116,75670501.5200,3,2.388500,5.948000
2026-03-25,5.7100,5.8500,5.6900,5.8300,7292715,42201573.3000,3,1.279600,2.280700
2026-03-26,5.8300,5.8800,5.6600,5.6900,7025916,40334759.6900,3,1.232800,-2.401400
2026-03-27,5.6500,5.7800,5.6200,5.7500,5843345,33546122.7500,3,1.025300,1.054500
2026-03-30,5.7100,5.8400,5.6900,5.8400,7127750,41188821.8000,3,1.250700,1.565200
2026-03-31,5.8400,5.9300,5.7600,5.7800,6196300,36179514.0000,3,1.087200,-1.027400
2026-04-01,5.8200,5.8600,5.7200,5.7600,5237000,30213949.0000,3,0.918900,-0.346000
2026-04-02,5.7600,5.7600,5.6200,5.6600,5496155,31263746.8500,3,0.964400,-1.736100
2026-04-03,5.6600,5.7000,5.5000,5.5300,6581400,36566837.0000,3,1.154800,-2.296800
2026-04-07,5.5100,5.6400,5.5000,5.6200,5786200,32333072.0000,3,1.015300,1.627500
2026-04-08,5.7100,5.8300,5.7100,5.8200,6979020,40361420.2000,3,1.224600,3.558700
2026-04-09,5.8100,5.8500,5.6700,5.6800,7779450,44606870.0000,3,1.365000,-2.405500
2026-04-10,5.6900,5.8100,5.6800,5.6800,6721000,38595801.0000,3,1.179300,0.000000
2026-04-13,5.6800,5.6800,5.6100,5.6700,5140993,29027412.1700,3,0.902100,-0.176100
2026-04-14,5.7000,5.7600,5.6300,5.7000,6019000,34178891.0000,3,1.056100,0.529100
