date,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2026-03-02,27.5000,28.8000,27.4800,27.7000,21884388,615781646.6000,3,10.585700,-2.430400
2026-03-03,27.7000,27.9700,26.0000,26.0200,16507300,443112064.0000,3,7.984700,-6.065000
2026-03-04,25.4500,27.8000,25.4000,26.9800,18407301,497598127.2400,3,8.903800,3.689500
2026-03-05,27.5000,27.7800,26.9100,27.1700,13744900,375464945.9300,3,6.648500,0.704200
2026-03-06,26.7000,28.0800,26.6900,27.9900,18599500,515315986.0000,3,9.004500,3.018000
2026-03-09,27.4800,27.8500,26.8900,27.8000,15101600,412859138.0000,3,7.311100,-0.678800
2026-03-10,28.0500,28.4300,27.8500,28.2000,15245800,428767483.0000,3,7.380900,1.438800
2026-03-11,28.0700,28.4000,27.4500,27.4500,15995100,445744636.0000,3,7.743700,-2.659600
2026-03-12,27.2200,27.9000,26.5500,26.6700,12353301,333869348.6000,3,5.980600,-2.841500
2026-03-13,26.5000,29.3400,26.4300,28.3800,49230414,1408853206.0000,3,23.833800,6.411700
2026-03-16,28.2000,29.8800,28.0300,29.8700,48678089,1414089114.9600,3,23.566400,5.250200
2026-03-17,29.2000,29.6500,28.9200,29.1200,28242200,827163523.9700,3,13.672800,-2.510900
2026-03-18,29.4700,31.3500,29.1600,30.5800,43032002,1302833758.7100,3,20.833000,5.013700
2026-03-19,29.3700,30.4300,29.2100,29.6000,28005490,836491516.5100,3,13.558200,-3.204700
2026-03-20,29.6000,30.7900,28.9600,29.1400,28031161,835708225.3300,3,13.570700,-1.554100
2026-03-23,28.6300,29.7600,27.6300,28.0000,25601302,737284863.9200,3,12.394300,-3.912100
2026-03-24,28.6300,29.4400,27.7700,29.3900,28337951,816054037.6400,3,13.719200,4.964300
2026-03-25,29.3500,30.2100,29.2000,29.5800,24904264,740232394.7200,3,12.056800,0.646500
2026-03-26,28.9800,30.1000,28.5000,29.8100,26690489,786139448.9800,3,12.921600,0.777600
2026-03-27,28.9800,31.0000,27.6600,30.6700,37967200,1127458885.4800,3,18.381000,2.884900
2026-03-30,30.7000,31.9000,29.9200,31.0000,34227600,1055053459.7200,3,16.570500,1.076000
2026-03-31,30.3300,30.4500,29.1300,29.1300,27442938,812399689.8400,3,13.285900,-6.032300
2026-04-01,30.1600,30.2600,28.8000,29.2900,25002550,736906496.9600,3,12.104400,0.549300
2026-04-02,29.2800,30.2000,29.0300,29.3400,20144200,596518799.9900,3,9.752400,0.170700
2026-04-03,29.0500,29.2000,26.4800,26.6100,26704004,733798290.1400,3,12.928100,-9.304700
2026-04-07,26.4600,28.0700,26.0700,26.8600,15584385,423432958.7000,3,7.544800,0.939500
2026-04-08,27.7500,29.5500,27.7500,29.5500,21937494,632037420.8800,3,10.620500,10.014900
2026-04-09,30.1600,32.5100,30.1600,32.5100,65026575,2082697509.3000,3,31.481200,10.016900
2026-04-10,33.0900,34.9400,32.3800,33.8700,67657956,2284728127.1900,3,32.755100,4.183300
2026-04-13,32.7100,35.0300,32.7100,34.6200,42904429,1469644442.0400,3,20.771200,2.214300
2026-04-14,34.8800,38.0800,34.5300,38.0800,17972601,662636216.5400,3,8.701000,9.994200
